"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"CONVPVCP","Purchasing Power Parities for private consumption, US$","TXNUPPTX","National currency unit per US$, PPP","IDN","Indonesia","2021","2021",5067.3,,
"ECONPIBN","Gross domestic product (GDP)","PPPPERMT","/capita, US$ purchasing power parity","HRV","Croatia","2017","2017",27171.8,,
"ECONPIBN","Gross domestic product (GDP)","PPPPERMT","/capita, US$ purchasing power parity","HRV","Croatia","2018","2018",28887.8,,
"ECONPIBN","Gross domestic product (GDP)","PPPPERMT","/capita, US$ purchasing power parity","HRV","Croatia","2019","2019",31572.7,,
"ECONPIBN","Gross domestic product (GDP)","PPPPERMT","/capita, US$ purchasing power parity","HRV","Croatia","2020","2020",29690.2,,
"ECONPIBN","Gross domestic product (GDP)","PPPPERMT","/capita, US$ purchasing power parity","HRV","Croatia","2021","2021",34094.8,,
"CONVPVCP","Purchasing Power Parities for private consumption, US$","TXNUPPTX","National currency unit per US$, PPP","ROU","Romania","2017","2017",1.9,,
"CONVPVCP","Purchasing Power Parities for private consumption, US$","TXNUPPTX","National currency unit per US$, PPP","ROU","Romania","2018","2018",1.9,,
"CONVPVCP","Purchasing Power Parities for private consumption, US$","TXNUPPTX","National currency unit per US$, PPP","ROU","Romania","2019","2019",1.9,,
"CONVPVCP","Purchasing Power Parities for private consumption, US$","TXNUPPTX","National currency unit per US$, PPP","ROU","Romania","2020","2020",1.9,,
"CONVPVCP","Purchasing Power Parities for private consumption, US$","TXNUPPTX","National currency unit per US$, PPP","ROU","Romania","2021","2021",2,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","BGR","Bulgaria","2017","2017",14519.7,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","BGR","Bulgaria","2018","2018",15653.2,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","BGR","Bulgaria","2019","2019",17259.2,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","BGR","Bulgaria","2020","2020",17385.8,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","BGR","Bulgaria","2021","2021",20211.9,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ARG","Argentina","2017","2017",16.6,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ARG","Argentina","2018","2018",28.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ARG","Argentina","2019","2019",48.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ARG","Argentina","2020","2020",70.5,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ARG","Argentina","2021","2021",95,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","BGR","Bulgaria","2017","2017",102740.6,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","BGR","Bulgaria","2018","2018",109964.4,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","BGR","Bulgaria","2019","2019",120396,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","BGR","Bulgaria","2020","2020",120553.4,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","BGR","Bulgaria","2021","2021",139012.3,,
"CONVAICP","Purchasing Power Parities for actual individual consumption, US$","TXNUPPTX","National currency unit per US$, PPP","BRA","Brazil","2017","2017",2.2,,
"CONVAICP","Purchasing Power Parities for actual individual consumption, US$","TXNUPPTX","National currency unit per US$, PPP","BRA","Brazil","2018","2018",2.2,,
"CONVAICP","Purchasing Power Parities for actual individual consumption, US$","TXNUPPTX","National currency unit per US$, PPP","BRA","Brazil","2019","2019",2.3,,
"CONVAICP","Purchasing Power Parities for actual individual consumption, US$","TXNUPPTX","National currency unit per US$, PPP","BRA","Brazil","2020","2020",2.4,,
"CONVAICP","Purchasing Power Parities for actual individual consumption, US$","TXNUPPTX","National currency unit per US$, PPP","BRA","Brazil","2021","2021",2.5,,
"CONVAICP","Purchasing Power Parities for actual individual consumption, US$","TXNUPPTX","National currency unit per US$, PPP","IDN","Indonesia","2017","2017",4705.5,,
"CONVAICP","Purchasing Power Parities for actual individual consumption, US$","TXNUPPTX","National currency unit per US$, PPP","IDN","Indonesia","2018","2018",4771.2,,
"CONVAICP","Purchasing Power Parities for actual individual consumption, US$","TXNUPPTX","National currency unit per US$, PPP","IDN","Indonesia","2019","2019",4762.3,,
"CONVAICP","Purchasing Power Parities for actual individual consumption, US$","TXNUPPTX","National currency unit per US$, PPP","IDN","Indonesia","2020","2020",4685.1,,
"CONVAICP","Purchasing Power Parities for actual individual consumption, US$","TXNUPPTX","National currency unit per US$, PPP","IDN","Indonesia","2021","2021",4768.7,,
"ECONPIBN","Gross domestic product (GDP)","TCPPERMT","/capita, US$ exchange rate","ROU","Romania","2017","2017",10728,,
"ECONPIBN","Gross domestic product (GDP)","TCPPERMT","/capita, US$ exchange rate","ROU","Romania","2018","2018",12494.4,,
"ECONPIBN","Gross domestic product (GDP)","TCPPERMT","/capita, US$ exchange rate","ROU","Romania","2019","2019",12958,,
"ECONPIBN","Gross domestic product (GDP)","TCPPERMT","/capita, US$ exchange rate","ROU","Romania","2020","2020",13047.5,,
"ECONPIBN","Gross domestic product (GDP)","TCPPERMT","/capita, US$ exchange rate","ROU","Romania","2021","2021",14925.4,,
"CONVCHAN","US$ exchange rate","MLUSDXRA","Millions of national currency unit per US$","ROU","Romania","2017","2017",4052492,,
"CONVCHAN","US$ exchange rate","MLUSDXRA","Millions of national currency unit per US$","ROU","Romania","2018","2018",3941617,,
"CONVCHAN","US$ exchange rate","MLUSDXRA","Millions of national currency unit per US$","ROU","Romania","2019","2019",4237925,,
"CONVCHAN","US$ exchange rate","MLUSDXRA","Millions of national currency unit per US$","ROU","Romania","2020","2020",4243992,,
"CONVCHAN","US$ exchange rate","MLUSDXRA","Millions of national currency unit per US$","ROU","Romania","2021","2021",4160417,,
"CONVPPAC","Purchasing Power Parities for GDP, US$","TXNUPPTX","National currency unit per US$, PPP","ROU","Romania","2017","2017",1.6,,
"CONVPPAC","Purchasing Power Parities for GDP, US$","TXNUPPTX","National currency unit per US$, PPP","ROU","Romania","2018","2018",1.7,,
"CONVPPAC","Purchasing Power Parities for GDP, US$","TXNUPPTX","National currency unit per US$, PPP","ROU","Romania","2019","2019",1.7,,
"CONVPPAC","Purchasing Power Parities for GDP, US$","TXNUPPTX","National currency unit per US$, PPP","ROU","Romania","2020","2020",1.7,,
"CONVPPAC","Purchasing Power Parities for GDP, US$","TXNUPPTX","National currency unit per US$, PPP","ROU","Romania","2021","2021",1.7,,
"CONVCHAN","US$ exchange rate","MLUSDXRA","Millions of national currency unit per US$","BGR","Bulgaria","2017","2017",1735458,,
"CONVCHAN","US$ exchange rate","MLUSDXRA","Millions of national currency unit per US$","BGR","Bulgaria","2018","2018",1657042,,
"CONVCHAN","US$ exchange rate","MLUSDXRA","Millions of national currency unit per US$","BGR","Bulgaria","2019","2019",1747042,,
"CONVCHAN","US$ exchange rate","MLUSDXRA","Millions of national currency unit per US$","BGR","Bulgaria","2020","2020",1716333,,
"CONVCHAN","US$ exchange rate","MLUSDXRA","Millions of national currency unit per US$","BGR","Bulgaria","2021","2021",1653775,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","ROU","Romania","2017","2017",40481.3,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","ROU","Romania","2018","2018",43174.9,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","ROU","Romania","2019","2019",45075.3,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","ROU","Romania","2020","2020",43657.5,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","ROU","Romania","2021","2021",46532.5,,
"CONVPPAC","Purchasing Power Parities for GDP, US$","TXNUPPTX","National currency unit per US$, PPP","BGR","Bulgaria","2017","2017",0.7,,
"CONVPPAC","Purchasing Power Parities for GDP, US$","TXNUPPTX","National currency unit per US$, PPP","BGR","Bulgaria","2018","2018",0.7,,
"CONVPPAC","Purchasing Power Parities for GDP, US$","TXNUPPTX","National currency unit per US$, PPP","BGR","Bulgaria","2019","2019",0.7,,
"CONVPPAC","Purchasing Power Parities for GDP, US$","TXNUPPTX","National currency unit per US$, PPP","BGR","Bulgaria","2020","2020",0.7,,
"CONVPPAC","Purchasing Power Parities for GDP, US$","TXNUPPTX","National currency unit per US$, PPP","BGR","Bulgaria","2021","2021",0.7,,
"CONVCHAN","US$ exchange rate","MLUSDXRA","Millions of national currency unit per US$","ARG","Argentina","2017","2017",16562707,,
"CONVCHAN","US$ exchange rate","MLUSDXRA","Millions of national currency unit per US$","ARG","Argentina","2018","2018",28094992,,
"CONVCHAN","US$ exchange rate","MLUSDXRA","Millions of national currency unit per US$","ARG","Argentina","2019","2019",48147892,,
"CONVCHAN","US$ exchange rate","MLUSDXRA","Millions of national currency unit per US$","ARG","Argentina","2020","2020",70539167,,
"CONVCHAN","US$ exchange rate","MLUSDXRA","Millions of national currency unit per US$","ARG","Argentina","2021","2021",94990742,,
"CONVPVCP","Purchasing Power Parities for private consumption, US$","TXNUPPTX","National currency unit per US$, PPP","ARG","Argentina","2017","2017",10.8,,
"CONVAICP","Purchasing Power Parities for actual individual consumption, US$","TXNUPPTX","National currency unit per US$, PPP","CHN","China (People's Republic of)","2017","2017",4,,
"CONVAICP","Purchasing Power Parities for actual individual consumption, US$","TXNUPPTX","National currency unit per US$, PPP","CHN","China (People's Republic of)","2018","2018",4.1,,
"CONVAICP","Purchasing Power Parities for actual individual consumption, US$","TXNUPPTX","National currency unit per US$, PPP","CHN","China (People's Republic of)","2019","2019",4.1,,
"CONVAICP","Purchasing Power Parities for actual individual consumption, US$","TXNUPPTX","National currency unit per US$, PPP","CHN","China (People's Republic of)","2020","2020",4,,
"CONVAICP","Purchasing Power Parities for actual individual consumption, US$","TXNUPPTX","National currency unit per US$, PPP","CHN","China (People's Republic of)","2021","2021",4,,
"ECONPIBN","Gross domestic product (GDP)","MTMOTCMT","Million US$ at exchange rate","HRV","Croatia","2017","2017",56323.9,,
"ECONPIBN","Gross domestic product (GDP)","MTMOTCMT","Million US$ at exchange rate","HRV","Croatia","2018","2018",62316.8,,
"ECONPIBN","Gross domestic product (GDP)","MTMOTCMT","Million US$ at exchange rate","HRV","Croatia","2019","2019",62328,,
"ECONPIBN","Gross domestic product (GDP)","MTMOTCMT","Million US$ at exchange rate","HRV","Croatia","2020","2020",57472,,
"ECONPIBN","Gross domestic product (GDP)","MTMOTCMT","Million US$ at exchange rate","HRV","Croatia","2021","2021",68955.1,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ROU","Romania","2017","2017",851619.7,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ROU","Romania","2018","2018",959058.6,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ROU","Romania","2019","2019",1063794.6,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ROU","Romania","2020","2020",1066780.5,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ROU","Romania","2021","2021",1187402.4,,
"CONVPVCP","Purchasing Power Parities for private consumption, US$","TXNUPPTX","National currency unit per US$, PPP","BGR","Bulgaria","2017","2017",0.8,,
"CONVPVCP","Purchasing Power Parities for private consumption, US$","TXNUPPTX","National currency unit per US$, PPP","BGR","Bulgaria","2018","2018",0.7,,
"CONVPVCP","Purchasing Power Parities for private consumption, US$","TXNUPPTX","National currency unit per US$, PPP","BGR","Bulgaria","2019","2019",0.8,,
"CONVPVCP","Purchasing Power Parities for private consumption, US$","TXNUPPTX","National currency unit per US$, PPP","BGR","Bulgaria","2020","2020",0.8,,
"CONVPVCP","Purchasing Power Parities for private consumption, US$","TXNUPPTX","National currency unit per US$, PPP","BGR","Bulgaria","2021","2021",0.8,,
"ECONPIBN","Gross domestic product (GDP)","MTMOTCMT","Million US$ at exchange rate","BGR","Bulgaria","2017","2017",59200.9,,
"ECONPIBN","Gross domestic product (GDP)","MTMOTCMT","Million US$ at exchange rate","BGR","Bulgaria","2018","2018",66361.9,,
"ECONPIBN","Gross domestic product (GDP)","MTMOTCMT","Million US$ at exchange rate","BGR","Bulgaria","2019","2019",68914.2,,
"ECONPIBN","Gross domestic product (GDP)","MTMOTCMT","Million US$ at exchange rate","BGR","Bulgaria","2020","2020",70238.9,,
"ECONPIBN","Gross domestic product (GDP)","MTMOTCMT","Million US$ at exchange rate","BGR","Bulgaria","2021","2021",84057.6,,
"CONVPPAC","Purchasing Power Parities for GDP, US$","TXNUPPTX","National currency unit per US$, PPP","ARG","Argentina","2017","2017",10.3,,
"CONVPPAC","Purchasing Power Parities for GDP, US$","TXNUPPTX","National currency unit per US$, PPP","ARG","Argentina","2018","2018",14.2,,
"CONVPPAC","Purchasing Power Parities for GDP, US$","TXNUPPTX","National currency unit per US$, PPP","ARG","Argentina","2019","2019",20.9,,
"CONVPPAC","Purchasing Power Parities for GDP, US$","TXNUPPTX","National currency unit per US$, PPP","ARG","Argentina","2020","2020",28.9,,
"CONVPPAC","Purchasing Power Parities for GDP, US$","TXNUPPTX","National currency unit per US$, PPP","ARG","Argentina","2021","2021",42.7,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","ROU","Romania","2017","2017",527783.7,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","ROU","Romania","2018","2018",575806.8,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","ROU","Romania","2019","2019",640553.8,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","ROU","Romania","2020","2020",642164.6,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","ROU","Romania","2021","2021",693440.5,,
"CONVPVCP","Purchasing Power Parities for private consumption, US$","TXNUPPTX","National currency unit per US$, PPP","HRV","Croatia","2017","2017",0.5,,
"CONVPVCP","Purchasing Power Parities for private consumption, US$","TXNUPPTX","National currency unit per US$, PPP","HRV","Croatia","2018","2018",0.5,,
"CONVPVCP","Purchasing Power Parities for private consumption, US$","TXNUPPTX","National currency unit per US$, PPP","HRV","Croatia","2019","2019",0.5,,
"CONVPVCP","Purchasing Power Parities for private consumption, US$","TXNUPPTX","National currency unit per US$, PPP","HRV","Croatia","2020","2020",0.5,,
"CONVPVCP","Purchasing Power Parities for private consumption, US$","TXNUPPTX","National currency unit per US$, PPP","HRV","Croatia","2021","2021",0.5,,
"CONVCHAN","US$ exchange rate","MLUSDXRA","Millions of national currency unit per US$","HRV","Croatia","2017","2017",879133,,
"CONVCHAN","US$ exchange rate","MLUSDXRA","Millions of national currency unit per US$","HRV","Croatia","2018","2018",833370,,
"CONVCHAN","US$ exchange rate","MLUSDXRA","Millions of national currency unit per US$","HRV","Croatia","2019","2019",878963,,
"CONVCHAN","US$ exchange rate","MLUSDXRA","Millions of national currency unit per US$","HRV","Croatia","2020","2020",877836,,
"CONVCHAN","US$ exchange rate","MLUSDXRA","Millions of national currency unit per US$","HRV","Croatia","2021","2021",844128,,
"CONVPPAC","Purchasing Power Parities for GDP, US$","TXNUPPTX","National currency unit per US$, PPP","HRV","Croatia","2017","2017",0.4,,
"CONVPPAC","Purchasing Power Parities for GDP, US$","TXNUPPTX","National currency unit per US$, PPP","HRV","Croatia","2018","2018",0.4,,
"CONVPPAC","Purchasing Power Parities for GDP, US$","TXNUPPTX","National currency unit per US$, PPP","HRV","Croatia","2019","2019",0.4,,
"CONVPPAC","Purchasing Power Parities for GDP, US$","TXNUPPTX","National currency unit per US$, PPP","HRV","Croatia","2020","2020",0.4,,
"CONVPPAC","Purchasing Power Parities for GDP, US$","TXNUPPTX","National currency unit per US$, PPP","HRV","Croatia","2021","2021",0.4,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","HRV","Croatia","2017","2017",11989.8,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","HRV","Croatia","2018","2018",12694.8,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","HRV","Croatia","2019","2019",13469.7,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","HRV","Croatia","2020","2020",12465.5,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","HRV","Croatia","2021","2021",14738.4,,
"ECONPIBN","Gross domestic product (GDP)","PPPPERMT","/capita, US$ purchasing power parity","BGR","Bulgaria","2017","2017",21469.9,,
"ECONPIBN","Gross domestic product (GDP)","PPPPERMT","/capita, US$ purchasing power parity","BGR","Bulgaria","2018","2018",23015.9,,
"ECONPIBN","Gross domestic product (GDP)","PPPPERMT","/capita, US$ purchasing power parity","BGR","Bulgaria","2019","2019",25170.1,,
"ECONPIBN","Gross domestic product (GDP)","PPPPERMT","/capita, US$ purchasing power parity","BGR","Bulgaria","2020","2020",25293.7,,
"ECONPIBN","Gross domestic product (GDP)","PPPPERMT","/capita, US$ purchasing power parity","BGR","Bulgaria","2021","2021",28105.9,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","HRV","Croatia","2017","2017",49516.2,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","HRV","Croatia","2018","2018",51933,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","HRV","Croatia","2019","2019",54784,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","HRV","Croatia","2020","2020",50451,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","HRV","Croatia","2021","2021",58206.9,,
"ECONPIBN","Gross domestic product (GDP)","TCPPERMT","/capita, US$ exchange rate","BGR","Bulgaria","2017","2017",8366.5,,
"ECONPIBN","Gross domestic product (GDP)","TCPPERMT","/capita, US$ exchange rate","BGR","Bulgaria","2018","2018",9446.5,,
"ECONPIBN","Gross domestic product (GDP)","TCPPERMT","/capita, US$ exchange rate","BGR","Bulgaria","2019","2019",9879.1,,
"ECONPIBN","Gross domestic product (GDP)","TCPPERMT","/capita, US$ exchange rate","BGR","Bulgaria","2020","2020",10129.6,,
"ECONPIBN","Gross domestic product (GDP)","TCPPERMT","/capita, US$ exchange rate","BGR","Bulgaria","2021","2021",12221.7,,
"ECONPIBN","Gross domestic product (GDP)","INDICEIP","Price index (2015=100)","ROU","Romania","2017","2017",107.4,,
"ECONPIBN","Gross domestic product (GDP)","INDICEIP","Price index (2015=100)","ROU","Romania","2018","2018",114.1,,
"ECONPIBN","Gross domestic product (GDP)","INDICEIP","Price index (2015=100)","ROU","Romania","2019","2019",121.8,,
"ECONPIBN","Gross domestic product (GDP)","INDICEIP","Price index (2015=100)","ROU","Romania","2020","2020",126.8,,
"ECONPIBN","Gross domestic product (GDP)","INDICEIP","Price index (2015=100)","ROU","Romania","2021","2021",133.4,"P","Provisional value"
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","ROU","Romania","2017","2017",43475,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","ROU","Romania","2018","2018",49248.2,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","ROU","Romania","2019","2019",54915,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","ROU","Romania","2020","2020",55373.3,,
"ECONPIBN","Gross domestic product (GDP)","UNPPERMT","/capita, national currency units","ROU","Romania","2021","2021",62095.9,,
"CONVAICP","Purchasing Power Parities for actual individual consumption, US$","TXNUPPTX","National currency unit per US$, PPP","BGR","Bulgaria","2017","2017",0.6,,
"CONVAICP","Purchasing Power Parities for actual individual consumption, US$","TXNUPPTX","National currency unit per US$, PPP","BGR","Bulgaria","2018","2018",0.6,,
"CONVAICP","Purchasing Power Parities for actual individual consumption, US$","TXNUPPTX","National currency unit per US$, PPP","BGR","Bulgaria","2019","2019",0.7,,
"CONVAICP","Purchasing Power Parities for actual individual consumption, US$","TXNUPPTX","National currency unit per US$, PPP","BGR","Bulgaria","2020","2020",0.7,,
"CONVAICP","Purchasing Power Parities for actual individual consumption, US$","TXNUPPTX","National currency unit per US$, PPP","BGR","Bulgaria","2021","2021",0.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","HRV","Croatia","2017","2017",0.9,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","HRV","Croatia","2018","2018",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","HRV","Croatia","2019","2019",0.9,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","HRV","Croatia","2020","2020",0.9,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","HRV","Croatia","2021","2021",0.8,,
"ECONPIBN","Gross domestic product (GDP)","INDICEIP","Price index (2015=100)","BGR","Bulgaria","2017","2017",108.3,,
"ECONPIBN","Gross domestic product (GDP)","INDICEIP","Price index (2015=100)","BGR","Bulgaria","2018","2018",112.9,,
"ECONPIBN","Gross domestic product (GDP)","INDICEIP","Price index (2015=100)","BGR","Bulgaria","2019","2019",118.8,,
"ECONPIBN","Gross domestic product (GDP)","INDICEIP","Price index (2015=100)","BGR","Bulgaria","2020","2020",123.8,,
"ECONPIBN","Gross domestic product (GDP)","INDICEIP","Price index (2015=100)","BGR","Bulgaria","2021","2021",132.7,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","HRV","Croatia","2017","2017",112215.4,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","HRV","Croatia","2018","2018",118176.4,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","HRV","Croatia","2019","2019",128412.8,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","HRV","Croatia","2020","2020",120164.1,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","HRV","Croatia","2021","2021",134651.6,,
"CONVAICP","Purchasing Power Parities for actual individual consumption, US$","TXNUPPTX","National currency unit per US$, PPP","ROU","Romania","2017","2017",1.6,,
"CONVAICP","Purchasing Power Parities for actual individual consumption, US$","TXNUPPTX","National currency unit per US$, PPP","ROU","Romania","2018","2018",1.6,,
"CONVAICP","Purchasing Power Parities for actual individual consumption, US$","TXNUPPTX","National currency unit per US$, PPP","ROU","Romania","2019","2019",1.6,,
"CONVAICP","Purchasing Power Parities for actual individual consumption, US$","TXNUPPTX","National currency unit per US$, PPP","ROU","Romania","2020","2020",1.6,,
"CONVAICP","Purchasing Power Parities for actual individual consumption, US$","TXNUPPTX","National currency unit per US$, PPP","ROU","Romania","2021","2021",1.7,,
"ECONPIBN","Gross domestic product (GDP)","PPPPERMT","/capita, US$ purchasing power parity","ROU","Romania","2017","2017",26943.3,,
"ECONPIBN","Gross domestic product (GDP)","PPPPERMT","/capita, US$ purchasing power parity","ROU","Romania","2018","2018",29568,,
"ECONPIBN","Gross domestic product (GDP)","PPPPERMT","/capita, US$ purchasing power parity","ROU","Romania","2019","2019",33066.6,,
"ECONPIBN","Gross domestic product (GDP)","PPPPERMT","/capita, US$ purchasing power parity","ROU","Romania","2020","2020",33332.8,,
"ECONPIBN","Gross domestic product (GDP)","PPPPERMT","/capita, US$ purchasing power parity","ROU","Romania","2021","2021",36263.9,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","HRV","Croatia","2017","2017",11859.4,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","HRV","Croatia","2018","2018",12307.7,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","HRV","Croatia","2019","2019",12802.9,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","HRV","Croatia","2020","2020",11762,,
"ECONPIBN","Gross domestic product (GDP)","REPPERMT","/capita, NCU at 2015 GDP price level","HRV","Croatia","2021","2021",13629.3,,
"CONVAICP","Purchasing Power Parities for actual individual consumption, US$","TXNUPPTX","National currency unit per US$, PPP","IND","India","2017","2017",19,,
"CONVAICP","Purchasing Power Parities for actual individual consumption, US$","TXNUPPTX","National currency unit per US$, PPP","IND","India","2018","2018",19.2,,
"CONVAICP","Purchasing Power Parities for actual individual consumption, US$","TXNUPPTX","National currency unit per US$, PPP","IND","India","2019","2019",19.4,,
"CONVAICP","Purchasing Power Parities for actual individual consumption, US$","TXNUPPTX","National currency unit per US$, PPP","IND","India","2020","2020",20.2,,
"CONVAICP","Purchasing Power Parities for actual individual consumption, US$","TXNUPPTX","National currency unit per US$, PPP","IND","India","2021","2021",21.3,,
"ECONAICO","Actual individual consumption (AIC)","INDICEIP","Price index (2015=100)","HRV","Croatia","2017","2017",100.1,,
"ECONAICO","Actual individual consumption (AIC)","INDICEIP","Price index (2015=100)","HRV","Croatia","2018","2018",101.7,,
"ECONAICO","Actual individual consumption (AIC)","INDICEIP","Price index (2015=100)","HRV","Croatia","2019","2019",102.9,,
"ECONAICO","Actual individual consumption (AIC)","INDICEIP","Price index (2015=100)","HRV","Croatia","2020","2020",103.9,,
"ECONAICO","Actual individual consumption (AIC)","INDICEIP","Price index (2015=100)","HRV","Croatia","2021","2021",106.3,,
"ECONPIBN","Gross domestic product (GDP)","VALRELMT","Million NCU at 2015 GDP price level","BGR","Bulgaria","2017","2017",94873.6,,
"ECONPIBN","Gross domestic product (GDP)","VALRELMT","Million NCU at 2015 GDP price level","BGR","Bulgaria","2018","2018",97420.7,,
"ECONPIBN","Gross domestic product (GDP)","VALRELMT","Million NCU at 2015 GDP price level","BGR","Bulgaria","2019","2019",101354.7,,
"ECONPIBN","Gross domestic product (GDP)","VALRELMT","Million NCU at 2015 GDP price level","BGR","Bulgaria","2020","2020",97342.4,,
"ECONPIBN","Gross domestic product (GDP)","VALRELMT","Million NCU at 2015 GDP price level","BGR","Bulgaria","2021","2021",104774.2,,
"ECONAICO","Actual individual consumption (AIC)","INDICEIP","Price index (2015=100)","BGR","Bulgaria","2017","2017",106,,
"ECONAICO","Actual individual consumption (AIC)","INDICEIP","Price index (2015=100)","BGR","Bulgaria","2018","2018",109.2,,
"ECONAICO","Actual individual consumption (AIC)","INDICEIP","Price index (2015=100)","BGR","Bulgaria","2019","2019",112.3,,
"ECONAICO","Actual individual consumption (AIC)","INDICEIP","Price index (2015=100)","BGR","Bulgaria","2020","2020",112.8,,
"ECONAICO","Actual individual consumption (AIC)","INDICEIP","Price index (2015=100)","BGR","Bulgaria","2021","2021",120.6,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","BGR","Bulgaria","2017","2017",151919.8,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","BGR","Bulgaria","2018","2018",161687.8,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","BGR","Bulgaria","2019","2019",175580.4,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","BGR","Bulgaria","2020","2020",175386.6,,
